particles	topology	modInfluence	branching	tSchedule	phi1	phi2	inertia
84	"4"	"0"	NA	NA	1.64	2.13	0.67
23	"4"	"0"	NA	NA	0.98	1.83	0.85
48	"4"	"0"	NA	NA	1.24	2.16	0.76
99	"4"	"0"	NA	NA	1.94	2.02	0.62
92	"4"	"0"	NA	NA	1.71	2.34	0.67
56	"4"	"0"	NA	NA	1.5	1.79	0.75
64	"4"	"0"	NA	NA	1.12	2.17	0.7
86	"4"	"0"	NA	NA	1.6	2.38	0.57
96	"4"	"0"	NA	NA	2.09	2.13	0.62
83	"4"	"0"	NA	NA	1.39	2.47	0.72
83	"4"	"0"	NA	NA	1.42	2.41	0.7
83	"1"	"0"	NA	NA	0.18	2.47	0.36
27	"0"	"0"	NA	NA	1.51	0.99	0.61
115	"5"	"0"	NA	5	0.73	1.46	0.78
49	"4"	"0"	NA	NA	0.69	1.18	0.29
62	"1"	"0"	NA	NA	0.85	1.97	0.79
21	"4"	"0"	NA	NA	1	2.42	0.08
30	"4"	"1"	NA	NA	0.92	2.46	0.8
25	"5"	"0"	NA	8	0.15	1.79	0.45
57	"0"	"0"	NA	NA	1.82	1.68	0.51
52	"4"	"0"	NA	NA	0.77	2.12	0.55
48	"1"	"0"	NA	NA	1.29	2.39	0.16
17	"0"	"0"	NA	NA	2.01	1.74	0.46
79	"4"	"0"	NA	NA	1.02	2.39	0.45
54	"4"	"0"	NA	NA	1.07	2.37	0.43
79	"4"	"0"	NA	NA	1.1	2.33	0.44
36	"1"	"2"	NA	NA	1.88	2.38	0.56
51	"0"	"0"	NA	NA	2.08	1.79	0.75
182	"0"	"0"	NA	NA	2.31	1.25	0.72
119	"4"	"0"	NA	NA	2.47	2.03	0.44
81	"0"	"0"	NA	NA	0.57	1.89	0.33
94	"4"	"0"	NA	NA	1.82	1.64	0.37
119	"4"	"0"	NA	NA	2.02	2.27	0.04
23	"1"	"0"	NA	NA	2.03	2.13	0.34
73	"4"	"0"	NA	NA	2.47	1.76	0.39
45	"1"	"0"	NA	NA	1.82	1.98	0.58
87	"4"	"0"	NA	NA	2.33	2.03	0.6
111	"4"	"0"	NA	NA	2.4	2.45	0.58
106	"4"	"0"	NA	NA	2.27	2.4	0.64
97	"4"	"0"	NA	NA	2.22	2.28	0.42
105	"4"	"0"	NA	NA	2.49	2.48	0.51
137	"4"	"0"	NA	NA	1.92	2.27	0.5
142	"4"	"0"	NA	NA	1.99	2.26	0.55
97	"4"	"0"	NA	NA	2.43	2.42	0.46
81	"4"	"0"	NA	NA	2.08	2.28	0.48
83	"4"	"0"	NA	NA	2.35	2.47	0.44
142	"4"	"0"	NA	NA	1.49	1.54	0.23
105	"5"	"2"	NA	3	1.96	2.32	0.62
151	"5"	"0"	NA	8	1.68	1.81	0.75
71	"1"	"2"	NA	NA	2.08	1.73	0.49
46	"2"	"0"	NA	NA	2.39	2.05	0.38
4	"4"	"1"	NA	NA	1.34	1.99	0.53
10	"0"	"2"	NA	NA	1.84	2.18	0.5
89	"1"	"0"	NA	NA	2.21	2.31	0.38
2	"0"	"1"	NA	NA	2.1	0.95	0.34
63	"4"	"0"	NA	NA	2.33	1.57	0.5
72	"4"	"0"	NA	NA	2.15	1.7	0.36
11	"1"	"0"	NA	NA	1.46	2.05	0.35
104	"1"	"0"	NA	NA	2.12	2.15	0.25
112	"4"	"0"	NA	NA	2.05	1.9	0.66
106	"4"	"0"	NA	NA	2.46	1.86	0.51
25	"1"	"0"	NA	NA	1.69	2.28	0.33
84	"1"	"0"	NA	NA	2.46	2.33	0.17
34	"1"	"0"	NA	NA	1.62	2.3	0.28
23	"0"	"0"	NA	NA	1.64	2.31	0.28
133	"1"	"0"	NA	NA	1.94	1.29	0.17
68	"2"	"0"	NA	NA	1.83	1.18	0.63
56	"4"	"2"	NA	NA	1.36	1.64	0.8
6	"2"	"1"	NA	NA	1.98	1.02	0.58
180	"4"	"0"	NA	NA	1.04	1.33	0.69
139	"0"	"0"	NA	NA	1.87	1.37	0.55
26	"2"	"1"	NA	NA	1.04	1.08	0.88
143	"5"	"0"	NA	5	1.84	1.24	0.41
99	"4"	"2"	NA	NA	1.98	2.2	0.84
44	"4"	"0"	NA	NA	1.88	1.97	0.53
112	"4"	"2"	NA	NA	2.5	2.44	0.82
90	"4"	"2"	NA	NA	2.09	2.44	0.82
8	"1"	"1"	NA	NA	0.97	1.21	0.57
89	"4"	"2"	NA	NA	2.38	2.47	0.78
47	"4"	"0"	NA	NA	1.63	2.04	0.67
130	"4"	"2"	NA	NA	2.29	2.23	0.82
112	"4"	"2"	NA	NA	1.84	2.37	0.79
81	"4"	"2"	NA	NA	2.25	2.13	0.77
52	"4"	"0"	NA	NA	1.64	2.1	0.65
50	"4"	"0"	NA	NA	1.91	2.16	0.72
89	"4"	"2"	NA	NA	2.41	2.46	0.72
57	"4"	"0"	NA	NA	1.66	2.22	0.53
181	"4"	"0"	NA	NA	1.67	2.42	0.39
32	"5"	"1"	NA	9	1.04	1.79	0.62
57	"4"	"2"	NA	NA	0.73	2.11	0.28
75	"5"	"1"	NA	10	1.75	0.93	0.53
29	"0"	"0"	NA	NA	0.77	0.35	0.49
51	"4"	"0"	NA	NA	2	1.59	0.3
41	"0"	"0"	NA	NA	0.6	2.23	0.1
74	"1"	"2"	NA	NA	2.19	2.01	0.39
11	"4"	"2"	NA	NA	0.76	1.83	0.31
25	"1"	"2"	NA	NA	2.11	2.38	0.3
13	"1"	"2"	NA	NA	2.15	2.27	0.19
184	"4"	"0"	NA	NA	1.87	2.38	0.39
15	"1"	"2"	NA	NA	1.96	2.21	0.14
195	"4"	"0"	NA	NA	1.71	2.35	0.33
17	"1"	"2"	NA	NA	2.06	1.93	0.17
178	"4"	"0"	NA	NA	1.75	2.45	0.32
15	"1"	"2"	NA	NA	1.94	1.98	0.06
164	"4"	"2"	NA	NA	0.16	0.65	0.9
133	"4"	"0"	NA	NA	2.11	1.67	0.7
24	"4"	"0"	NA	NA	0.35	2.02	0.52
61	"4"	"0"	NA	NA	0.82	2.18	0.46
190	"4"	"0"	NA	NA	0.57	2.16	0.27
79	"4"	"0"	NA	NA	0.63	2.17	0.62
86	"4"	"0"	NA	NA	2.06	1.98	0.75
169	"4"	"2"	NA	NA	0.03	1.19	0.82
82	"4"	"0"	NA	NA	1.51	2.21	0.68
87	"4"	"0"	NA	NA	1.3	2.35	0.51
80	"4"	"2"	NA	NA	0.25	2.22	0.68
80	"4"	"0"	NA	NA	1.71	1.82	0.75
65	"4"	"0"	NA	NA	1.55	2.36	0.71
87	"4"	"0"	NA	NA	0.93	2.37	0.48
128	"4"	"0"	NA	NA	1.25	2.17	0.45
74	"4"	"0"	NA	NA	1.61	2.37	0.63
74	"4"	"0"	NA	NA	0.97	2.48	0.5
87	"4"	"0"	NA	NA	1.44	2.47	0.51
103	"4"	"0"	NA	NA	0.96	2.24	0.45
118	"5"	"0"	NA	8	0.17	1.45	0.09
6	"5"	"0"	NA	6	1.57	1.92	0.71
28	"4"	"0"	NA	NA	2.24	2.35	0.28
140	"5"	"0"	NA	4	0.83	1.57	0.56
90	"4"	"0"	NA	NA	1.46	2.19	0.33
54	"4"	"0"	NA	NA	1.14	2.12	0.63
114	"1"	"0"	NA	NA	0.24	2.36	0.29
41	"1"	"0"	NA	NA	1.75	2.49	0.54
152	"4"	"0"	NA	NA	1.43	1.96	0.35
126	"4"	"0"	NA	NA	1.91	2.18	0.53
115	"4"	"0"	NA	NA	2.4	2.13	0.38
122	"4"	"0"	NA	NA	1.07	2.05	0.24
99	"4"	"0"	NA	NA	2.04	2.3	0.38
112	"4"	"0"	NA	NA	1.4	2.27	0.48
116	"4"	"0"	NA	NA	1.83	2.41	0.57
133	"4"	"0"	NA	NA	2.31	2.36	0.37
83	"4"	"0"	NA	NA	2.2	1.99	0.38
83	"4"	"0"	NA	NA	2.27	2.31	0.46
92	"4"	"0"	NA	NA	2.08	2.35	0.36
94	"4"	"0"	NA	NA	2.07	2.48	0.42
87	"4"	"0"	NA	NA	1.85	2.48	0.38
84	"4"	"0"	NA	NA	2.11	2.48	0.32
162	"1"	"0"	NA	NA	1.49	2.35	0.37
156	"4"	"2"	NA	NA	0.79	1.65	0.8
165	"4"	"0"	NA	NA	0.67	2.31	0.53
103	"4"	"0"	NA	NA	0.52	2.47	0.47
27	"0"	"0"	NA	NA	1.28	2.21	0.63
174	"4"	"0"	NA	NA	1.41	2.33	0.45
192	"4"	"0"	NA	NA	0.62	2.11	0.47
158	"4"	"0"	NA	NA	1.84	2.23	0.4
182	"4"	"0"	NA	NA	1.45	2.36	0.27
104	"4"	"0"	NA	NA	0.17	2.48	0.2
180	"4"	"0"	NA	NA	1.85	2.16	0.63
153	"4"	"0"	NA	NA	0.9	2.4	0.5
184	"4"	"0"	NA	NA	1.52	2.49	0.31
110	"4"	"0"	NA	NA	0.6	2.42	0.46
181	"4"	"0"	NA	NA	1.61	2.37	0.58
174	"4"	"0"	NA	NA	1.98	2.38	0.51
116	"4"	"0"	NA	NA	0.56	2.49	0.49
103	"4"	"0"	NA	NA	0.5	2.49	0.48
95	"4"	"0"	NA	NA	0.24	2.44	0.49
100	"4"	"0"	NA	NA	0.6	2.46	0.5
131	"0"	"0"	NA	NA	2.07	0.93	0.3
25	"2"	"1"	NA	NA	1.99	2.42	0.6
38	"0"	"1"	NA	NA	1.52	1.33	0.32
122	"0"	"0"	NA	NA	1.02	2.22	0.03
41	"5"	"0"	NA	9	0.63	1.52	0.56
149	"0"	"0"	NA	NA	0.14	2.14	0.28
16	"1"	"0"	NA	NA	2.29	1.5	0.24
73	"0"	"0"	NA	NA	1.69	1.5	0.18
152	"0"	"0"	NA	NA	1.75	2.37	0.35
157	"0"	"0"	NA	NA	2.15	1.88	0.2
45	"0"	"0"	NA	NA	2.04	1.44	0.07
188	"0"	"0"	NA	NA	1.57	2.34	0.27
170	"0"	"0"	NA	NA	1.91	2.21	0.51
156	"0"	"0"	NA	NA	1.14	2.38	0.5
34	"1"	"0"	NA	NA	2.16	1.75	0.2
197	"0"	"0"	NA	NA	1.66	2.35	0.42
16	"1"	"0"	NA	NA	2.24	1.84	0.28
28	"0"	"0"	NA	NA	1.99	1.81	0.13
17	"1"	"0"	NA	NA	2.03	1.74	0.28
47	"2"	"1"	NA	NA	2.31	2.32	0.27
72	"1"	"2"	NA	NA	1.99	1.38	0.61
41	"5"	"1"	NA	7	0.35	1.77	0.69
156	"0"	"1"	NA	NA	1.41	0.17	0.74
187	"1"	"2"	NA	NA	0.55	2.28	0.88
86	"1"	"0"	NA	NA	1.31	2.1	0.53
183	"1"	"2"	NA	NA	0.31	2.4	0.7
24	"1"	"1"	NA	NA	2.17	2.16	0.46
180	"0"	"1"	NA	NA	1.73	2.29	0.59
80	"4"	"1"	NA	NA	1.73	2.19	0.5
29	"1"	"1"	NA	NA	1.93	1.34	0.45
49	"1"	"1"	NA	NA	2.43	2.18	0.26
42	"1"	"1"	NA	NA	2.17	1.33	0.49
62	"1"	"1"	NA	NA	2.24	2.46	0.26
38	"1"	"1"	NA	NA	1.9	2.22	0.44
33	"1"	"1"	NA	NA	2.19	2.26	0.36
32	"1"	"1"	NA	NA	2.39	1.96	0.35
11	"1"	"1"	NA	NA	1.97	2.14	0.41
31	"1"	"1"	NA	NA	1.98	2.02	0.31
22	"1"	"1"	NA	NA	2.31	2.37	0.25
28	"1"	"1"	NA	NA	2.2	2.13	0.5
33	"1"	"1"	NA	NA	2.32	2.3	0.45
142	"4"	"2"	NA	NA	1.03	1.88	0.62
79	"5"	"0"	NA	10	1.98	1.97	0.17
36	"5"	"0"	NA	10	2.4	2.09	0.26
113	"4"	"2"	NA	NA	0.18	2.31	0.67
8	"5"	"2"	NA	9	0.65	1.97	0.57
12	"1"	"1"	NA	NA	1.59	1.74	0.12
12	"4"	"0"	NA	NA	2.14	1.58	0.3
9	"5"	"0"	NA	8	2.4	1.98	0.08
29	"1"	"0"	NA	NA	1.99	2.34	0.13
18	"5"	"0"	NA	10	2.15	2.49	0.12
48	"1"	"0"	NA	NA	1.53	2.12	0.18
28	"1"	"0"	NA	NA	2.1	2.21	0.25
23	"1"	"0"	NA	NA	2.06	2.47	0.12
46	"1"	"0"	NA	NA	2.09	2.13	0.15
28	"4"	"0"	NA	NA	2.01	1.89	0.32
47	"1"	"0"	NA	NA	2.09	2.05	0.14
35	"1"	"0"	NA	NA	2.08	2.45	0.16
26	"1"	"0"	NA	NA	1.98	2.14	0.1
14	"4"	"0"	NA	NA	1.92	2.09	0.24
157	"5"	"0"	NA	6	1.82	0.6	0.62
52	"5"	"0"	NA	10	2.37	2.25	0.65
11	"2"	"0"	NA	NA	0.92	2.28	0.3
5	"2"	"1"	NA	NA	2.45	2.44	0.75
49	"0"	"0"	NA	NA	1.62	2.08	0.6
24	"5"	"0"	NA	9	2.17	2.39	0.63
90	"1"	"0"	NA	NA	1.89	2.13	0.61
59	"4"	"2"	NA	NA	2.02	2.37	0.67
27	"4"	"0"	NA	NA	2.12	2.31	0.7
61	"4"	"0"	NA	NA	1.93	1.99	0.58
22	"4"	"0"	NA	NA	2.14	1.71	0.61
66	"1"	"0"	NA	NA	1.85	2.24	0.61
60	"4"	"0"	NA	NA	2.33	2.49	0.74
70	"1"	"0"	NA	NA	1.8	2.4	0.6
52	"4"	"0"	NA	NA	2.3	2.2	0.67
85	"4"	"0"	NA	NA	2.11	2.33	0.54
63	"4"	"0"	NA	NA	2.31	2.18	0.69
54	"4"	"0"	NA	NA	2.32	2.23	0.67
66	"4"	"0"	NA	NA	2.48	2.32	0.66
39	"1"	"0"	NA	NA	0.89	2.45	0.2
139	"4"	"2"	NA	NA	2.14	1.2	0.65
162	"4"	"0"	NA	NA	1.92	1.97	0.47
114	"4"	"2"	NA	NA	2.13	2.47	0.83
107	"4"	"0"	NA	NA	2.35	2.15	0.4
74	"4"	"0"	NA	NA	2.4	2.16	0.53
80	"4"	"0"	NA	NA	2.24	2.39	0.6
105	"4"	"0"	NA	NA	1.83	2.33	0.56
57	"4"	"0"	NA	NA	2.18	2.18	0.47
78	"4"	"0"	NA	NA	2.47	1.81	0.55
82	"4"	"0"	NA	NA	2.17	2.11	0.47
119	"4"	"0"	NA	NA	2.44	2.19	0.4
116	"4"	"0"	NA	NA	2.36	2.29	0.38
104	"4"	"0"	NA	NA	2.27	2.39	0.41
36	"1"	"2"	NA	NA	1.49	1.09	0.7
142	"5"	"0"	NA	2	2.19	1.01	0.51
200	"5"	"0"	NA	10	1.17	2.18	0.45
114	"4"	"2"	NA	NA	0.86	1.93	0.57
154	"4"	"2"	NA	NA	0.88	2.04	0.75
97	"1"	"0"	NA	NA	0.72	1.69	0.46
183	"1"	"0"	NA	NA	0.85	2.09	0.47
164	"4"	"0"	NA	NA	0.15	2.25	0.48
107	"4"	"0"	NA	NA	0.24	2.3	0.11
161	"5"	"0"	NA	10	0.72	2.37	0.53
109	"4"	"0"	NA	NA	0.44	2.26	0.18
109	"4"	"0"	NA	NA	0.34	2.14	0.25
109	"4"	"0"	NA	NA	0.66	2.09	0.42
131	"4"	"0"	NA	NA	0.29	2.1	0.24
117	"4"	"0"	NA	NA	0.25	2.11	0.27
117	"4"	"0"	NA	NA	0.46	2.32	0.23
119	"4"	"0"	NA	NA	0.18	2.13	0.3
101	"4"	"0"	NA	NA	0.42	2.33	0.18
107	"4"	"0"	NA	NA	0.3	2.33	0.2
65	"4"	"1"	NA	NA	2.17	1.14	0.62
16	"2"	"2"	NA	NA	1.54	1.76	0.85
59	"5"	"0"	NA	2	0.37	2.46	0.37
34	"4"	"2"	NA	NA	0.06	1.53	0.48
112	"4"	"0"	NA	NA	2.16	1.49	0.66
141	"4"	"0"	NA	NA	2.29	2.33	0.7
116	"4"	"1"	NA	NA	2.38	2.25	0.81
38	"4"	"0"	NA	NA	2.15	1.46	0.63
109	"4"	"1"	NA	NA	2.08	2.47	0.53
64	"4"	"0"	NA	NA	1.75	1.74	0.52
134	"4"	"0"	NA	NA	2.06	2.44	0.53
174	"4"	"0"	NA	NA	2.39	2.22	0.54
101	"5"	"0"	NA	4	2.31	2.26	0.69
128	"4"	"0"	NA	NA	1.48	2.47	0.48
111	"4"	"2"	NA	NA	2.14	2.49	0.73
171	"4"	"0"	NA	NA	1.93	2.45	0.39
137	"4"	"0"	NA	NA	1.26	2.47	0.45
113	"4"	"0"	NA	NA	2.23	2.37	0.6
122	"4"	"0"	NA	NA	1.04	2.48	0.51
129	"4"	"0"	NA	NA	1.28	2.45	0.4
124	"4"	"0"	NA	NA	1.09	2.49	0.42
153	"4"	"0"	NA	NA	1.47	2.36	0.51
154	"4"	"0"	NA	NA	0.07	1.7	0.35
18	"1"	"2"	NA	NA	2.41	0.61	0.86
49	"0"	"1"	NA	NA	0.93	1.93	0.77
61	"4"	"0"	NA	NA	0.77	1.15	0.38
87	"4"	"2"	NA	NA	1.99	0.59	0.87
17	"4"	"2"	NA	NA	0.02	1.36	0.15
31	"1"	"2"	NA	NA	1.34	1.96	0.58
7	"4"	"1"	NA	NA	1.85	2.35	0.11
34	"4"	"1"	NA	NA	2.06	1.96	0.25
13	"4"	"1"	NA	NA	1.1	2.13	0.05
36	"4"	"1"	NA	NA	2.1	1.74	0.25
8	"0"	"1"	NA	NA	1.87	2.04	0.18
73	"1"	"2"	NA	NA	0.3	2.49	0.49
38	"4"	"1"	NA	NA	2.49	1.81	0.32
53	"4"	"1"	NA	NA	2.42	2.05	0.2
86	"1"	"2"	NA	NA	0.11	2.4	0.46
51	"1"	"2"	NA	NA	0.36	2.14	0.5
58	"4"	"0"	NA	NA	1.8	1.4	0.27
95	"1"	"2"	NA	NA	0	2.43	0.48
68	"1"	"2"	NA	NA	0.38	2.48	0.53
68	"4"	"0"	NA	NA	1.88	1.51	0.32
46	"1"	"2"	NA	NA	0.21	2.05	0.48
67	"1"	"2"	NA	NA	0.56	2.43	0.5
65	"1"	"2"	NA	NA	0.43	2.46	0.48
82	"0"	"0"	NA	NA	0.92	1.6	0.6
45	"1"	"1"	NA	NA	0.45	1.75	0.65
150	"0"	"0"	NA	NA	1	1.05	0.63
48	"1"	"0"	NA	NA	1.8	2.38	0.73
157	"4"	"0"	NA	NA	2.48	2.07	0.87
84	"5"	"0"	NA	10	1.79	1.55	0.13
142	"4"	"2"	NA	NA	2.46	1.96	0.84
200	"0"	"0"	NA	NA	2.08	2.15	0.86
58	"4"	"2"	NA	NA	0.97	2.44	0.7
58	"1"	"0"	NA	NA	1.35	1.87	0.82
61	"1"	"0"	NA	NA	1.87	2.27	0.71
152	"4"	"0"	NA	NA	2.28	2.01	0.79
79	"1"	"0"	NA	NA	0.92	1.95	0.73
56	"1"	"0"	NA	NA	2.14	2.31	0.61
62	"1"	"0"	NA	NA	1.72	2.22	0.69
43	"1"	"0"	NA	NA	1.92	2.44	0.8
55	"1"	"0"	NA	NA	1.83	2.25	0.69
26	"1"	"0"	NA	NA	1.56	2.4	0.57
62	"1"	"0"	NA	NA	2.18	2.44	0.65
178	"0"	"0"	NA	NA	0.48	1.65	0.11
172	"5"	"0"	NA	10	1.65	1.26	0.36
23	"4"	"1"	NA	NA	1.03	1.88	0.58
147	"4"	"2"	NA	NA	1.34	2.2	0.47
96	"4"	"0"	NA	NA	1.31	2.05	0.16
176	"0"	"0"	NA	NA	0.06	2.01	0.42
185	"4"	"2"	NA	NA	1.53	2.09	0.67
141	"4"	"2"	NA	NA	0.17	2	0.47
36	"4"	"1"	NA	NA	2.05	2.11	0.61
13	"4"	"1"	NA	NA	1.35	1.91	0.65
156	"5"	"0"	NA	9	0.61	1.27	0.57
101	"4"	"2"	NA	NA	0.2	2.02	0.7
32	"4"	"0"	NA	NA	1.94	2.28	0.44
134	"4"	"0"	NA	NA	0.57	2.09	0.42
134	"4"	"2"	NA	NA	1.77	2.1	0.88
69	"4"	"2"	NA	NA	0.21	2.15	0.81
35	"4"	"0"	NA	NA	1.82	2.38	0.35
32	"4"	"0"	NA	NA	1.98	2.23	0.33
70	"4"	"2"	NA	NA	0.08	2.09	0.73
145	"4"	"2"	NA	NA	1.69	2.32	0.85
38	"4"	"0"	NA	NA	1.9	2.3	0.3
56	"4"	"1"	NA	NA	2.48	1.49	0.66
87	"5"	"0"	NA	8	0.84	0.95	0.52
112	"2"	"0"	NA	NA	2.4	1.26	0.86
25	"1"	"0"	NA	NA	0.69	2.04	0.13
46	"1"	"0"	NA	NA	1.11	1.44	0.61
56	"0"	"0"	NA	NA	0.84	1.66	0.14
70	"0"	"0"	NA	NA	1.89	2.13	0.64
54	"0"	"1"	NA	NA	1.79	2.26	0.24
24	"0"	"0"	NA	NA	1.97	2.29	0.74
9	"4"	"1"	NA	NA	2.08	1.13	0.6
51	"0"	"0"	NA	NA	2.13	2.08	0.63
98	"0"	"0"	NA	NA	1.95	2	0.67
48	"0"	"0"	NA	NA	0.91	1.48	0.12
82	"0"	"0"	NA	NA	1.42	2.26	0.6
63	"0"	"0"	NA	NA	0.72	1.46	0.09
91	"1"	"0"	NA	NA	2.05	1.59	0.21
178	"1"	"0"	NA	NA	0.95	2.37	0.83
69	"2"	"0"	NA	NA	1.46	1.48	0.67
114	"4"	"0"	NA	NA	2.43	2.09	0.74
48	"4"	"0"	NA	NA	0.74	1.94	0.89
111	"4"	"0"	NA	NA	1.89	2.43	0.47
49	"4"	"0"	NA	NA	0.17	2.1	0.5
19	"4"	"0"	NA	NA	1.12	2.48	0.77
153	"0"	"0"	NA	NA	2.32	2.22	0.84
35	"4"	"0"	NA	NA	1.48	2.32	0.75
119	"4"	"0"	NA	NA	2.24	2.15	0.65
151	"4"	"0"	NA	NA	1.88	2.41	0.52
97	"4"	"0"	NA	NA	2.44	1.98	0.45
119	"4"	"0"	NA	NA	2.06	2.47	0.33
103	"4"	"0"	NA	NA	2.36	2.09	0.48
117	"4"	"0"	NA	NA	1.6	2.45	0.51
91	"4"	"0"	NA	NA	2.43	2.31	0.5
125	"4"	"0"	NA	NA	1.7	2.46	0.57
79	"4"	"0"	NA	NA	2.39	1.96	0.44
117	"4"	"0"	NA	NA	1.52	2.26	0.52
133	"4"	"0"	NA	NA	2.07	2.37	0.28
9	"1"	"2"	NA	NA	0.5	1.54	0.47
15	"2"	"2"	NA	NA	1.98	0.21	0.33
124	"1"	"0"	NA	NA	0.36	2.49	0.29
48	"0"	"0"	NA	NA	0.74	1.12	0.65
83	"4"	"2"	NA	NA	0.88	2.44	0.53
114	"0"	"0"	NA	NA	1.87	2.43	0.57
67	"1"	"0"	NA	NA	0.65	2.49	0.43
66	"4"	"0"	NA	NA	0.82	2.41	0.45
64	"4"	"2"	NA	NA	1.36	2.24	0.61
86	"4"	"2"	NA	NA	1.22	2.36	0.67
72	"4"	"2"	NA	NA	1.39	2.44	0.56
73	"4"	"2"	NA	NA	1.25	2.45	0.55
66	"4"	"0"	NA	NA	0.94	2.31	0.35
55	"4"	"0"	NA	NA	1.36	2.21	0.48
68	"4"	"0"	NA	NA	0.99	2.49	0.28
64	"4"	"0"	NA	NA	1.18	2.34	0.36
76	"4"	"0"	NA	NA	0.97	2.37	0.32
58	"4"	"0"	NA	NA	0.91	2.38	0.43
29	"4"	"0"	NA	NA	0.08	1.68	0.14
11	"3"	"1"	NA	NA	1.57	0.82	0
110	"0"	"0"	NA	NA	0.32	2.07	0.45
135	"4"	"0"	NA	NA	1.02	2.29	0.75
53	"4"	"0"	NA	NA	1.37	1.04	0.22
29	"1"	"2"	NA	NA	1.98	1.59	0.32
53	"1"	"2"	NA	NA	1.19	2.06	0.5
30	"4"	"0"	NA	NA	2.07	0.83	0.27
43	"1"	"0"	NA	NA	1.35	1.62	0.36
32	"4"	"2"	NA	NA	1.46	2.12	0.43
78	"4"	"0"	NA	NA	0.84	1.44	0.32
42	"4"	"0"	NA	NA	1.65	1.59	0.2
38	"4"	"0"	NA	NA	1.72	2.19	0.22
11	"1"	"0"	NA	NA	1.43	1.97	0.24
40	"4"	"2"	NA	NA	1.16	1.99	0.7
34	"4"	"0"	NA	NA	2.31	2.4	0.33
11	"4"	"0"	NA	NA	1.86	2.49	0.42
24	"4"	"0"	NA	NA	1.77	2.24	0.33
27	"4"	"0"	NA	NA	2.46	2.2	0.42
57	"4"	"0"	NA	NA	2.21	2.35	0.35
17	"4"	"0"	NA	NA	2.39	2.19	0.39
21	"4"	"0"	NA	NA	2.3	2.28	0.31
59	"4"	"0"	NA	NA	2.1	2.46	0.48
86	"4"	"0"	NA	NA	1.57	0.84	0.31
18	"5"	"2"	NA	2	1.18	1.85	0.34
5	"2"	"1"	NA	NA	0.71	1.07	0.17
50	"4"	"0"	NA	NA	1.77	1.35	0.41
134	"4"	"0"	NA	NA	2.16	2.22	0.32
46	"5"	"0"	NA	6	2.34	1.18	0.4
14	"5"	"1"	NA	6	1.96	0.9	0.59
95	"0"	"0"	NA	NA	2.26	1.5	0.55
129	"4"	"0"	NA	NA	2.42	2.22	0.35
119	"1"	"0"	NA	NA	2.11	2.41	0.33
121	"4"	"0"	NA	NA	2.32	2.34	0.5
120	"4"	"0"	NA	NA	2.42	2.28	0.41
120	"4"	"0"	NA	NA	2.29	1.98	0.31
112	"4"	"0"	NA	NA	2.17	2.25	0.37
126	"4"	"0"	NA	NA	2.11	2.29	0.49
117	"4"	"0"	NA	NA	2.18	2.16	0.29
113	"4"	"0"	NA	NA	2.17	2.37	0.39
107	"4"	"0"	NA	NA	2.02	2.32	0.19
59	"5"	"0"	NA	7	1.01	0.98	0.28
15	"2"	"1"	NA	NA	2.18	0.43	0.76
90	"0"	"0"	NA	NA	2.49	0.75	0.2
161	"4"	"2"	NA	NA	1.9	1.1	0.83
6	"2"	"2"	NA	NA	0.81	0.04	0.69
175	"1"	"0"	NA	NA	1.37	2.43	0.46
107	"0"	"0"	NA	NA	2.32	0.53	0.71
167	"4"	"2"	NA	NA	1.38	2.08	0.77
174	"1"	"0"	NA	NA	0.74	2.35	0.42
101	"0"	"0"	NA	NA	2.35	1.04	0.75
125	"1"	"0"	NA	NA	1.82	2.27	0.65
80	"1"	"0"	NA	NA	2.02	2.45	0.73
95	"1"	"0"	NA	NA	1.74	2.01	0.66
149	"4"	"0"	NA	NA	1.35	2.41	0.67
71	"1"	"0"	NA	NA	2.17	2.42	0.7
163	"4"	"2"	NA	NA	1.3	2.44	0.68
88	"1"	"0"	NA	NA	1.83	2.34	0.65
116	"4"	"0"	NA	NA	1.37	2.09	0.6
74	"1"	"0"	NA	NA	1.99	2.29	0.67
119	"4"	"0"	NA	NA	1.66	2.2	0.54
121	"4"	"0"	NA	NA	1.41	2.24	0.59
113	"4"	"0"	NA	NA	1.63	2.32	0.66
144	"4"	"1"	NA	NA	2.14	2.26	0.45
32	"1"	"2"	NA	NA	0.64	2.08	0.29
194	"4"	"2"	NA	NA	1.76	1.78	0.62
33	"4"	"1"	NA	NA	0.99	1.8	0.24
36	"5"	"1"	NA	8	2.22	2.06	0.4
154	"4"	"2"	NA	NA	1.55	2.14	0.43
41	"4"	"2"	NA	NA	1.18	2.43	0.15
41	"4"	"1"	NA	NA	1.64	1.53	0.05
54	"4"	"2"	NA	NA	0.59	2.17	0.22
184	"4"	"0"	NA	NA	1.72	2.44	0.45
84	"4"	"0"	NA	NA	1.29	2.49	0.24
172	"4"	"0"	NA	NA	1.5	2.16	0.41
152	"4"	"0"	NA	NA	1.49	2.32	0.41
151	"4"	"0"	NA	NA	1.74	2.46	0.32
145	"4"	"0"	NA	NA	1.78	2.48	0.33
144	"4"	"0"	NA	NA	1.84	2.48	0.33
92	"4"	"0"	NA	NA	1.29	2.42	0.19
153	"4"	"0"	NA	NA	1.84	2.45	0.31
102	"4"	"2"	NA	NA	1.25	0.81	0.84
64	"1"	"1"	NA	NA	1.41	1.9	0.45
