algorithm	localsearch	alpha	beta	rho	ants	q0	rasrank	elitistants	nnls	dlb
"acs"	"3"	4.93	7.45	0.19	57	0.13	NA	NA	12	"1"
"acs"	"3"	0.97	7.57	0.94	8	0.95	NA	NA	33	"0"
"as"	"3"	3.86	0.54	0.05	19	NA	NA	NA	19	"1"
"mmas"	"3"	1.22	4.05	0.63	27	NA	NA	NA	28	"0"
"acs"	"2"	3.13	3.59	0.34	55	0.04	NA	NA	42	"0"
"acs"	"3"	2.01	9.98	0.4	12	0.71	NA	NA	14	"0"
"acs"	"3"	3.42	6.25	0.12	50	0.6	NA	NA	22	"0"
"acs"	"3"	2.7	7	0.42	57	0.4	NA	NA	21	"0"
"acs"	"3"	3.9	8.78	0.48	43	0.4	NA	NA	10	"0"
"acs"	"3"	3.69	3.84	0.09	51	0.33	NA	NA	15	"1"
"acs"	"3"	2.48	7.1	0.24	27	0.3	NA	NA	22	"0"
"acs"	"3"	3.05	6.89	0.21	43	0.4	NA	NA	18	"1"
"acs"	"3"	3.52	2.01	0.37	59	0.3	NA	NA	12	"1"
"acs"	"3"	3.64	5.97	0.24	58	0.34	NA	NA	14	"1"
"acs"	"3"	3.18	3.66	0.15	44	0.42	NA	NA	11	"1"
"acs"	"3"	3.78	4.51	0.26	62	0.56	NA	NA	12	"1"
"acs"	"3"	2.41	1.97	0.3	52	0.61	NA	NA	15	"1"
"acs"	"3"	3.04	6.37	0.32	52	0.25	NA	NA	11	"1"
"acs"	"3"	3.75	5.54	0.15	54	0.51	NA	NA	12	"1"
"acs"	"3"	3.55	7.75	0.4	54	0.35	NA	NA	21	"1"
"acs"	"3"	4	5.24	0.11	53	0.38	NA	NA	11	"1"
"acs"	"3"	3.41	6.45	0.29	55	0.17	NA	NA	13	"1"
"acs"	"3"	3.88	4.78	0.16	51	0.36	NA	NA	10	"1"
"acs"	"3"	4.14	4.86	0.15	53	0.24	NA	NA	10	"1"
"acs"	"3"	3.23	6.29	0.27	55	0.22	NA	NA	14	"1"
"acs"	"3"	4.01	4.99	0.14	51	0.23	NA	NA	12	"1"
"ras"	"3"	4.14	6.27	0.87	86	NA	6	NA	32	"0"
"mmas"	"3"	3.94	9.32	0.4	78	NA	NA	NA	16	"1"
"mmas"	"3"	1.28	2.13	0.74	45	NA	NA	NA	17	"0"
"mmas"	"3"	0.94	3.27	0.77	5	NA	NA	NA	11	"1"
"acs"	"3"	4.81	7.81	0.71	67	0.83	NA	NA	10	"1"
"acs"	"3"	3.2	7.42	0.52	43	0.17	NA	NA	16	"1"
"acs"	"3"	4.33	9.43	0.4	62	0.28	NA	NA	10	"1"
"acs"	"3"	4.81	9.25	0.57	63	0.05	NA	NA	18	"1"
"acs"	"3"	4.83	7.55	0.55	70	0.55	NA	NA	8	"1"
"acs"	"3"	3.23	9.53	0.41	51	0.27	NA	NA	13	"1"
"acs"	"3"	4.78	9.7	0.31	55	0	NA	NA	16	"1"
"acs"	"3"	4.89	9.66	0.53	57	0.36	NA	NA	20	"1"
"acs"	"3"	4.9	9.7	0.55	66	0.08	NA	NA	15	"1"
"acs"	"3"	4.7	8.39	0.56	69	0.05	NA	NA	14	"1"
"acs"	"3"	4.72	9.89	0.59	62	0	NA	NA	13	"1"
"acs"	"3"	4.49	9.36	0.61	63	0.18	NA	NA	13	"1"
"acs"	"3"	4.77	9.27	0.52	67	0.12	NA	NA	12	"1"
"acs"	"3"	4.68	9.41	0.58	64	0.07	NA	NA	17	"1"
"eas"	"3"	3.33	2.67	0.08	44	NA	NA	284	22	"1"
"as"	"3"	4.89	8.29	0.89	14	NA	NA	NA	30	"1"
"eas"	"3"	2	3.76	0.5	52	NA	NA	671	17	"1"
"ras"	"3"	4.38	6.03	0.37	6	NA	21	NA	14	"0"
"acs"	"3"	2.38	1.83	0.91	32	0.85	NA	NA	18	"0"
"acs"	"3"	3.01	2.7	0.74	49	0.71	NA	NA	12	"0"
"acs"	"3"	3.19	0.85	0.17	52	0.77	NA	NA	33	"0"
"acs"	"3"	3.4	7.17	0.94	47	0.54	NA	NA	17	"0"
"acs"	"3"	4.22	7	0.67	23	0.79	NA	NA	30	"1"
"acs"	"3"	2.28	7.1	0.75	44	0.37	NA	NA	34	"1"
"acs"	"3"	1.77	3.31	0.6	31	0.61	NA	NA	14	"1"
"acs"	"3"	2.68	5.37	0.57	50	0.19	NA	NA	17	"1"
"acs"	"3"	2.94	9.61	0.76	57	0.42	NA	NA	20	"1"
"acs"	"3"	2.93	8.29	0.77	62	0.8	NA	NA	12	"1"
"acs"	"3"	1.98	6.95	0.4	43	0.61	NA	NA	19	"1"
"acs"	"3"	3.77	7.38	0.81	66	0.54	NA	NA	19	"1"
"acs"	"3"	2.93	9.02	0.46	56	0.28	NA	NA	18	"1"
"acs"	"3"	3.37	6.54	0.9	66	0.63	NA	NA	14	"1"
"acs"	"3"	3.33	7.45	0.77	63	0.52	NA	NA	22	"1"
"acs"	"3"	3.12	7.88	0.75	56	0.32	NA	NA	24	"1"
"acs"	"3"	3.32	7.42	0.91	63	0.63	NA	NA	13	"1"
"acs"	"3"	3.02	7.02	0.87	64	0.56	NA	NA	13	"1"
"acs"	"3"	3.11	6.37	0.84	68	0.77	NA	NA	11	"1"
"acs"	"3"	3.09	6.46	0.91	64	0.6	NA	NA	15	"1"
"acs"	"3"	3.34	7.65	0.91	63	0.42	NA	NA	21	"1"
"acs"	"3"	2.98	6.33	0.89	70	0.61	NA	NA	15	"1"
"acs"	"3"	3.03	7.15	0.9	66	0.61	NA	NA	13	"1"
"acs"	"3"	3.41	6.71	0.86	70	0.88	NA	NA	11	"1"
"acs"	"3"	3	8.17	0.89	63	0.59	NA	NA	16	"1"
"mmas"	"3"	1.95	5.93	0.48	25	NA	NA	NA	49	"0"
"acs"	"3"	3.4	5.56	0.6	47	0.22	NA	NA	35	"1"
"acs"	"3"	2.55	7.88	0.63	51	0.61	NA	NA	45	"1"
"acs"	"3"	2.92	7.28	0.88	38	0.87	NA	NA	35	"1"
"acs"	"3"	4.21	7.74	0.4	58	0.45	NA	NA	25	"1"
"acs"	"3"	2.77	8.07	0.31	48	0.57	NA	NA	20	"1"
"acs"	"3"	2.7	8.94	0.61	42	0.1	NA	NA	23	"1"
"acs"	"3"	3.32	4.29	0.21	53	0.49	NA	NA	25	"1"
"acs"	"3"	2.86	8.59	0.46	51	0.56	NA	NA	15	"1"
"acs"	"3"	2.02	6.84	0.38	44	0.46	NA	NA	19	"1"
"acs"	"3"	2.74	8.66	0.39	48	0.21	NA	NA	16	"1"
"acs"	"3"	3.25	5.99	0.62	59	0.03	NA	NA	23	"1"
"acs"	"3"	2.22	4.8	0.37	50	0.44	NA	NA	14	"1"
"acs"	"3"	1.99	7.02	0.37	41	0.44	NA	NA	16	"1"
"acs"	"3"	2.62	6.46	0.75	60	0.23	NA	NA	20	"1"
"acs"	"3"	3.13	7.72	0.48	53	0.33	NA	NA	16	"1"
"acs"	"3"	1.97	5.37	0.42	48	0.42	NA	NA	12	"1"
"acs"	"3"	3.18	7.31	0.51	56	0.23	NA	NA	15	"1"
"acs"	"3"	2.5	3.54	0.34	53	0.4	NA	NA	14	"1"
"acs"	"3"	2.11	4.67	0.41	49	0.49	NA	NA	16	"1"
"acs"	"3"	1.72	4.74	0.48	47	0.38	NA	NA	10	"1"
"acs"	"3"	2.32	4.8	0.33	44	0.48	NA	NA	14	"1"
"eas"	"3"	1.54	9.11	0.17	5	NA	NA	541	20	"1"
"ras"	"3"	3.65	1.45	0.81	21	NA	9	NA	33	"0"
"acs"	"3"	3.88	4.83	0.09	24	0.02	NA	NA	17	"1"
"acs"	"3"	4.78	9.82	0.32	24	0.68	NA	NA	26	"1"
"acs"	"3"	2.87	2.71	0.35	42	0.21	NA	NA	27	"1"
"acs"	"3"	1.51	5.29	0.18	33	0.42	NA	NA	10	"1"
"acs"	"3"	3.4	1.39	0.36	5	0.27	NA	NA	16	"1"
"acs"	"3"	3.47	4.4	0.27	16	0.12	NA	NA	28	"1"
"acs"	"3"	3.32	5.76	0.18	31	0.54	NA	NA	23	"1"
"acs"	"3"	2.11	3.97	0.33	19	0.19	NA	NA	16	"1"
"acs"	"3"	2.33	4.86	0.38	51	0.4	NA	NA	21	"1"
"acs"	"3"	2.44	5.02	0.1	43	0.54	NA	NA	16	"1"
"acs"	"3"	3.1	6.34	0.15	42	0.21	NA	NA	10	"1"
"acs"	"3"	2.54	3.1	0.5	43	0.12	NA	NA	22	"1"
"acs"	"3"	2.17	5.85	0.17	45	0.65	NA	NA	10	"1"
"acs"	"3"	2.77	7.11	0.13	34	0.27	NA	NA	14	"1"
"acs"	"3"	2.87	6.55	0.15	41	0.26	NA	NA	12	"1"
"acs"	"3"	2.78	5.02	0.39	53	0.33	NA	NA	25	"1"
"acs"	"3"	3.12	7.95	0.12	34	0.31	NA	NA	13	"1"
"acs"	"3"	2.82	6.9	0.13	36	0.35	NA	NA	15	"1"
"acs"	"3"	3.24	7.92	0.08	37	0.32	NA	NA	13	"1"
"acs"	"3"	2.56	4.81	0.39	49	0.4	NA	NA	19	"1"
"eas"	"3"	2.4	3.62	0.42	74	NA	NA	263	43	"1"
"acs"	"3"	3.17	7.75	0.51	53	0.91	NA	NA	11	"0"
"acs"	"3"	2.69	2.2	0.88	52	0.25	NA	NA	36	"1"
"acs"	"3"	3.32	6.41	0.4	50	0.15	NA	NA	27	"0"
"acs"	"3"	3.04	4.02	0.93	62	0.43	NA	NA	23	"1"
"acs"	"3"	1.5	5.72	0.29	29	0.86	NA	NA	23	"1"
"acs"	"3"	2.22	6.81	0.48	56	0.95	NA	NA	5	"0"
"acs"	"3"	3.31	9.1	0.87	60	0.78	NA	NA	9	"1"
"acs"	"3"	3.02	6.2	0.92	63	0.57	NA	NA	7	"1"
"acs"	"3"	3.55	8.11	0.92	72	0.82	NA	NA	8	"1"
"acs"	"3"	3.59	6.58	0.92	62	0.37	NA	NA	14	"1"
"acs"	"3"	3.89	8.19	0.94	62	0.77	NA	NA	17	"1"
"acs"	"3"	3.26	6.61	0.64	59	0.73	NA	NA	11	"1"
"acs"	"3"	3.72	8.1	1	74	0.9	NA	NA	15	"1"
"acs"	"3"	2.7	3.04	0.72	69	0.73	NA	NA	8	"1"
"acs"	"3"	2.09	5.89	0.89	58	0.67	NA	NA	12	"1"
"acs"	"3"	3.23	7.6	0.96	69	0.61	NA	NA	10	"1"
"acs"	"3"	2.9	7.33	0.82	59	0.31	NA	NA	13	"1"
"acs"	"3"	4.03	8	0.97	73	0.94	NA	NA	14	"1"
"acs"	"3"	3.18	7.22	0.85	63	0.67	NA	NA	9	"1"
"acs"	"3"	3.24	9.01	0.96	67	0.51	NA	NA	12	"1"
"acs"	"3"	3.71	8.73	0.94	69	0.82	NA	NA	13	"1"
"acs"	"3"	3.59	8.01	0.92	70	0.84	NA	NA	11	"1"
"acs"	"3"	4.02	8.59	0.95	75	0.82	NA	NA	12	"1"
"acs"	"3"	3.64	7.62	0.93	72	0.79	NA	NA	11	"1"
"acs"	"3"	3.73	8.78	0.94	68	0.85	NA	NA	13	"1"
"acs"	"3"	2.42	6.24	0.36	35	0.65	NA	NA	42	"1"
"acs"	"3"	3.59	7.33	0.22	30	0.88	NA	NA	49	"1"
"mmas"	"3"	4.37	7.64	0.31	9	NA	NA	NA	47	"0"
"mmas"	"2"	0.93	7.02	0.87	39	NA	NA	NA	39	"1"
"acs"	"3"	2.81	9.3	0.65	14	0.65	NA	NA	37	"1"
"acs"	"3"	1.94	4.61	0.35	32	0.33	NA	NA	32	"1"
"acs"	"3"	4.05	6.52	0.2	41	0.36	NA	NA	42	"1"
"acs"	"3"	3.25	4.07	0.53	23	0.41	NA	NA	32	"1"
"acs"	"3"	2.26	6.76	0.43	32	0.68	NA	NA	36	"1"
"acs"	"3"	2.17	9.9	0.51	6	0.53	NA	NA	27	"1"
"acs"	"3"	1.99	9.11	0.46	9	0.44	NA	NA	15	"1"
"acs"	"3"	2.42	4.57	0.59	47	0.5	NA	NA	27	"1"
"acs"	"3"	2.28	3.96	0.35	52	0.52	NA	NA	26	"1"
"acs"	"3"	2.02	9.84	0.52	14	0.44	NA	NA	21	"1"
"acs"	"3"	1.98	9.42	0.29	12	0.28	NA	NA	13	"1"
"acs"	"3"	1.44	8.27	0.31	14	0.55	NA	NA	13	"1"
"acs"	"3"	2.69	9.92	0.53	27	0.46	NA	NA	19	"1"
"acs"	"3"	1.84	8.52	0.58	17	0.3	NA	NA	17	"1"
"acs"	"3"	2.99	5.39	0.5	49	0.46	NA	NA	20	"1"
"acs"	"3"	2.31	6.5	0.61	53	0.41	NA	NA	23	"1"
"acs"	"3"	1.55	8.38	0.37	20	0.67	NA	NA	13	"1"
"acs"	"3"	1.62	7.79	0.4	15	0.53	NA	NA	14	"1"
"acs"	"3"	3.03	6.04	0.46	57	0.45	NA	NA	20	"1"
"acs"	"3"	3.08	6.83	0.51	58	0.49	NA	NA	18	"1"
"acs"	"3"	3.03	5.66	0.47	57	0.44	NA	NA	18	"1"
"acs"	"3"	1.72	8.54	0.41	25	0.69	NA	NA	14	"1"
"acs"	"3"	3.1	5.48	0.44	56	0.44	NA	NA	19	"1"
"acs"	"2"	2.85	5.07	0.92	57	0.32	NA	NA	37	"0"
"ras"	"3"	3.63	7.26	0.34	6	NA	18	NA	24	"0"
"mmas"	"3"	3.86	6.79	0.41	53	NA	NA	NA	45	"0"
"mmas"	"3"	1.52	4.6	0.69	20	NA	NA	NA	35	"1"
"mmas"	"3"	2.18	8.27	0.53	9	NA	NA	NA	47	"1"
"acs"	"3"	4.02	4.05	0.15	34	0.28	NA	NA	38	"1"
"acs"	"3"	3.74	2.93	0.02	14	0.45	NA	NA	23	"0"
"acs"	"3"	2.13	2.29	0.82	39	0.25	NA	NA	43	"0"
"mmas"	"3"	4.48	4.89	0.28	66	NA	NA	NA	40	"0"
"acs"	"3"	1.86	4.89	0.03	5	0.4	NA	NA	18	"1"
"acs"	"3"	4.57	7.7	0.19	47	0.74	NA	NA	26	"1"
"acs"	"3"	3.38	4.36	0.13	14	0.42	NA	NA	15	"1"
"acs"	"3"	1.89	0.96	0.11	18	0.92	NA	NA	33	"1"
"acs"	"3"	4.68	8.05	0.04	29	0.11	NA	NA	32	"1"
"acs"	"3"	1.89	5.28	0.04	13	0.71	NA	NA	12	"1"
"acs"	"3"	2.42	5.8	0.12	16	0.48	NA	NA	18	"1"
"acs"	"3"	2.11	8.18	0.07	9	0.21	NA	NA	10	"1"
"acs"	"3"	1.85	4.81	0.14	27	0.29	NA	NA	21	"1"
"acs"	"3"	2.08	5.16	0.13	22	0.42	NA	NA	10	"1"
"acs"	"3"	2.32	3.47	0.15	29	0.32	NA	NA	16	"1"
"acs"	"3"	2.38	5.22	0.12	38	0.25	NA	NA	20	"1"
"acs"	"3"	2.2	4.47	0.2	30	0.26	NA	NA	14	"1"
"acs"	"3"	1.77	4.54	0.12	19	0.7	NA	NA	13	"1"
"acs"	"3"	2.06	5.5	0.05	24	0.77	NA	NA	14	"1"
"acs"	"3"	2.63	5.65	0.02	18	0.74	NA	NA	12	"1"
"acs"	"3"	1.94	4.3	0.11	33	0.36	NA	NA	11	"1"
"acs"	"3"	2.03	3.43	0.13	24	0.28	NA	NA	16	"1"
"acs"	"3"	1.75	5.1	0.1	24	0.82	NA	NA	10	"1"
"acs"	"3"	2.32	3.77	0.1	34	0.37	NA	NA	13	"1"
"acs"	"3"	1.95	4.84	0.1	33	0.36	NA	NA	14	"1"
"eas"	"3"	4.5	8.92	0.48	94	NA	NA	129	16	"1"
"eas"	"3"	3.15	3.57	0.23	70	NA	NA	182	16	"1"
"acs"	"3"	3.42	2.94	0.24	69	0.96	NA	NA	20	"0"
"acs"	"3"	3.48	0.72	0.72	61	0.77	NA	NA	6	"0"
"acs"	"3"	4.8	2.87	0.3	65	0.59	NA	NA	22	"1"
"acs"	"3"	3.37	5.14	0.47	67	0.82	NA	NA	17	"1"
"acs"	"3"	2.68	4.3	0.47	56	0.59	NA	NA	20	"1"
"acs"	"3"	3.17	4.77	0.57	67	0.77	NA	NA	10	"1"
"acs"	"3"	4.04	5.25	0.66	70	0.8	NA	NA	23	"1"
"acs"	"3"	3.17	5.59	0.48	69	0.8	NA	NA	13	"1"
"acs"	"3"	3.61	6.33	0.6	67	0.85	NA	NA	16	"1"
"acs"	"3"	2.75	5.82	0.57	63	0.8	NA	NA	9	"1"
"acs"	"3"	3.08	2.71	0.38	66	0.89	NA	NA	16	"1"
"acs"	"3"	2.79	4.73	0.42	69	0.87	NA	NA	13	"1"
"acs"	"3"	2.59	4.97	0.6	59	0.76	NA	NA	13	"1"
"acs"	"3"	3.25	5.38	0.44	64	0.86	NA	NA	11	"1"
"acs"	"3"	2.85	4.52	0.43	62	0.78	NA	NA	19	"1"
"acs"	"3"	3.82	6.49	0.65	69	0.82	NA	NA	15	"1"
"acs"	"3"	3.31	4.51	0.46	62	0.84	NA	NA	13	"1"
"acs"	"3"	3.37	5.11	0.41	66	0.85	NA	NA	13	"1"
"acs"	"3"	3.45	6.22	0.68	69	0.82	NA	NA	12	"1"
"acs"	"3"	4.25	6.49	0.19	28	0.35	NA	NA	14	"0"
"acs"	"3"	2.79	6.59	0.35	56	0.76	NA	NA	23	"1"
"acs"	"3"	2.2	4.89	0.91	56	0.67	NA	NA	19	"1"
"acs"	"3"	3.49	6.1	0.19	58	0.68	NA	NA	10	"1"
"acs"	"3"	2.51	8.02	0.6	53	0.76	NA	NA	18	"1"
"acs"	"3"	3.77	7.53	0.09	46	0.62	NA	NA	10	"1"
"acs"	"3"	3.81	7.39	0.47	62	0.63	NA	NA	16	"1"
"acs"	"3"	1.37	4.08	0.8	43	0.55	NA	NA	12	"1"
"acs"	"3"	3.2	7.13	0.4	57	0.61	NA	NA	11	"1"
"acs"	"3"	4.32	7.44	0.37	63	0.72	NA	NA	10	"1"
"acs"	"3"	2.93	7.24	0.32	53	0.73	NA	NA	15	"1"
"acs"	"3"	3.67	6.08	0.24	58	0.58	NA	NA	9	"1"
"acs"	"3"	4.3	6.63	0.46	66	0.62	NA	NA	16	"1"
"acs"	"3"	3.51	6.86	0.42	62	0.51	NA	NA	19	"1"
"acs"	"3"	3.67	7.79	0.52	62	0.61	NA	NA	18	"1"
"acs"	"3"	3.6	6.73	0.17	51	0.56	NA	NA	11	"1"
"acs"	"3"	4.8	6.07	0.53	70	0.64	NA	NA	16	"1"
"acs"	"3"	4.12	6.78	0.49	63	0.62	NA	NA	16	"1"
"acs"	"2"	3.31	6.64	0.9	59	0.62	NA	NA	22	"1"
"ras"	"3"	3.19	2.03	0.41	27	NA	7	NA	49	"1"
"ras"	"3"	2.9	1.51	0.62	52	NA	24	NA	30	"1"
"acs"	"3"	2.3	2.29	0.2	34	0.49	NA	NA	18	"0"
"ras"	"3"	4.55	6.88	0.58	45	NA	12	NA	38	"0"
"ras"	"3"	2.22	1.24	0.56	77	NA	23	NA	21	"1"
"mmas"	"3"	3.97	3.08	0.18	39	NA	NA	NA	10	"1"
"ras"	"3"	2.35	0.85	0.55	55	NA	20	NA	26	"1"
"acs"	"3"	2.7	4.56	0.37	21	0.64	NA	NA	16	"0"
"ras"	"3"	4.47	7.8	0.77	63	NA	9	NA	32	"0"
"acs"	"3"	3.85	2.28	0.05	40	0.97	NA	NA	17	"1"
"ras"	"3"	2.15	0.88	0.69	78	NA	18	NA	30	"1"
"acs"	"3"	3.37	1.72	0.05	39	0.83	NA	NA	19	"1"
"acs"	"3"	3.81	0.72	0.17	59	0.95	NA	NA	24	"1"
"acs"	"3"	3.46	0.21	0.07	40	0.81	NA	NA	21	"1"
"acs"	"3"	3.38	4.19	0.08	48	0.9	NA	NA	7	"1"
"acs"	"3"	3.5	3.8	0.11	55	0.67	NA	NA	14	"1"
"acs"	"3"	4.5	0.87	0.12	54	0.72	NA	NA	21	"1"
"acs"	"3"	3.95	2.21	0.05	43	0.83	NA	NA	25	"1"
"acs"	"3"	2.55	3.19	0.11	45	0.72	NA	NA	15	"1"
"acs"	"3"	3.62	1.71	0.11	52	0.91	NA	NA	19	"1"
"acs"	"2"	2.9	4.53	0.51	64	0.29	NA	NA	34	"1"
"mmas"	"3"	1.8	9.22	0.61	97	NA	NA	NA	10	"1"
"ras"	"3"	4.26	0.7	0.72	56	NA	11	NA	24	"0"
"acs"	"1"	4.58	6.33	0.41	62	0.02	NA	NA	27	"1"
"acs"	"2"	4.73	1.64	0.01	5	0.17	NA	NA	37	"0"
"acs"	"3"	3.59	6.27	0.46	54	0.46	NA	NA	40	"1"
"acs"	"3"	3.93	3.8	0.26	49	0.62	NA	NA	17	"1"
"acs"	"3"	4.5	1.62	0.82	56	0.07	NA	NA	30	"1"
"acs"	"3"	3.59	6.58	0.35	41	0.06	NA	NA	39	"0"
"acs"	"3"	3.88	0.75	0.89	58	0.44	NA	NA	26	"1"
"acs"	"3"	4.51	2.41	0.05	34	0.61	NA	NA	17	"1"
"acs"	"3"	3.89	3.24	0.3	46	0.16	NA	NA	21	"1"
"acs"	"3"	4.56	4.79	0.16	61	0.85	NA	NA	26	"1"
"acs"	"3"	3.8	5.02	0.3	54	0.69	NA	NA	23	"1"
"acs"	"3"	3.97	2.27	0.29	65	0.56	NA	NA	15	"1"
"acs"	"3"	3.41	4.19	0.19	54	0.22	NA	NA	17	"1"
"acs"	"3"	3.1	1.6	0.25	31	0.46	NA	NA	19	"1"
"acs"	"3"	4.36	2.37	0.24	59	0.51	NA	NA	14	"1"
"acs"	"3"	3.58	4.8	0.26	56	0.04	NA	NA	16	"1"
"acs"	"3"	3.6	6.74	0.37	59	0.73	NA	NA	24	"1"
"acs"	"3"	3.5	4.95	0.46	58	0.54	NA	NA	27	"1"
"acs"	"3"	2.73	3.87	0.3	46	0.22	NA	NA	19	"1"
"acs"	"3"	4.1	3.12	0.15	59	0.73	NA	NA	12	"1"
"acs"	"3"	4.27	3.07	0.31	65	0.43	NA	NA	15	"1"
"acs"	"3"	4.12	3.07	0.16	54	0.66	NA	NA	12	"1"
"acs"	"3"	4.61	2.73	0.24	57	0.43	NA	NA	15	"1"
"acs"	"3"	4.73	1.75	0.21	57	0.53	NA	NA	14	"1"
"ras"	"3"	2.69	2.81	0.48	31	NA	8	NA	21	"1"
"acs"	"3"	4.25	8.43	0.54	25	0.8	NA	NA	36	"1"
"mmas"	"2"	1.28	8.74	0.39	22	NA	NA	NA	46	"1"
"mmas"	"3"	4.8	3.28	0.28	77	NA	NA	NA	46	"1"
"ras"	"3"	3.08	1.71	0.25	56	NA	38	NA	48	"0"
"acs"	"3"	2.17	0.77	0.42	39	0.13	NA	NA	13	"1"
"mmas"	"3"	0.98	0.32	0.86	35	NA	NA	NA	12	"1"
"acs"	"3"	2.33	3.78	0.72	23	0.63	NA	NA	15	"1"
"acs"	"3"	2.2	1.03	0.35	27	0.23	NA	NA	14	"1"
"acs"	"3"	3.28	2.09	0.47	33	0.14	NA	NA	10	"1"
"acs"	"3"	4.23	2.52	0.45	65	0.4	NA	NA	9	"1"
"acs"	"3"	2.3	2.36	0.39	37	0.33	NA	NA	10	"1"
"acs"	"3"	1.91	3.08	0.38	33	0.21	NA	NA	16	"1"
"acs"	"3"	2.5	2.82	0.4	50	0.23	NA	NA	9	"1"
"acs"	"3"	1.91	3.48	0.62	52	0.33	NA	NA	10	"1"
"acs"	"3"	1.74	3.7	0.41	34	0.26	NA	NA	13	"1"
"acs"	"3"	3.89	4.44	0.49	66	0.52	NA	NA	12	"1"
"acs"	"3"	3.49	5.36	0.51	63	0.44	NA	NA	16	"1"
"acs"	"3"	3.92	3.98	0.47	70	0.49	NA	NA	10	"1"
"eas"	"3"	1.4	4	0.2	15	NA	NA	497	8	"1"
"as"	"3"	4.44	2.28	0.24	29	NA	NA	NA	12	"0"
"acs"	"2"	3.19	4.78	0.98	53	0.3	NA	NA	47	"1"
"mmas"	"3"	4.17	9.39	0.3	70	NA	NA	NA	41	"1"
"ras"	"3"	4.64	0.96	0.76	61	NA	21	NA	11	"0"
"acs"	"3"	4.42	3.39	0.35	58	0.28	NA	NA	30	"1"
"acs"	"3"	1.68	4.33	0.13	30	0.33	NA	NA	13	"1"
"mmas"	"3"	4.36	3.6	0.22	42	NA	NA	NA	14	"1"
"acs"	"3"	4.97	5.54	0.95	75	0.11	NA	NA	6	"1"
"acs"	"3"	1.35	6.39	0.31	13	0.24	NA	NA	17	"1"
"acs"	"3"	4.01	6.16	0.3	61	0.37	NA	NA	36	"1"
"acs"	"3"	2.86	2.42	0.2	43	0.47	NA	NA	32	"1"
"acs"	"3"	4.46	6.04	0.88	73	0.13	NA	NA	9	"1"
"acs"	"3"	4.25	4.47	0.96	78	0.54	NA	NA	15	"1"
"acs"	"3"	3.39	5.14	0.83	62	0.29	NA	NA	17	"1"
"acs"	"3"	4.16	5.2	0.97	75	0.44	NA	NA	13	"1"
"acs"	"3"	4.26	6.06	0.95	74	0.09	NA	NA	12	"1"
"acs"	"3"	4.62	5.99	0.66	76	0.2	NA	NA	10	"1"
"acs"	"3"	4.28	5.42	0.94	76	0.57	NA	NA	20	"1"
"acs"	"3"	4.35	4.97	0.95	75	0.4	NA	NA	13	"1"
"acs"	"3"	3.12	3.38	0.78	62	0.21	NA	NA	19	"1"
"acs"	"3"	3.34	2.02	0.81	36	0.8	NA	NA	49	"0"
"acs"	"2"	1.78	2.64	0.37	6	0.74	NA	NA	35	"1"
"acs"	"2"	4.12	6.08	0.53	69	0.27	NA	NA	42	"0"
"acs"	"3"	2.01	0.92	0.64	29	0.54	NA	NA	44	"0"
"acs"	"2"	3.53	7.56	0.03	23	0.14	NA	NA	39	"1"
"acs"	"3"	3.16	5.4	0.62	67	0.56	NA	NA	31	"1"
"acs"	"3"	1.81	1.7	0.59	28	0.46	NA	NA	29	"1"
"acs"	"3"	4.7	5.34	0.54	53	0.41	NA	NA	18	"1"
"acs"	"3"	4.25	1.42	0.65	65	0.59	NA	NA	22	"1"
"acs"	"3"	4.78	6.3	0.79	61	0.24	NA	NA	17	"1"
"acs"	"3"	3.37	4.08	0.48	62	0.23	NA	NA	26	"1"
"acs"	"3"	3.7	3.17	0.6	65	0.57	NA	NA	20	"1"
"acs"	"3"	3.33	5.12	0.53	62	0.09	NA	NA	29	"1"
"acs"	"3"	2.52	3.34	0.8	53	0.22	NA	NA	15	"1"
"acs"	"3"	4.11	2.54	0.84	75	0.61	NA	NA	21	"1"
"acs"	"3"	3.97	5.45	0.49	66	0.56	NA	NA	16	"1"
"acs"	"3"	3.04	4.64	0.56	63	0.15	NA	NA	14	"1"
"acs"	"3"	2.6	2.49	0.82	58	0.19	NA	NA	14	"1"
"acs"	"3"	2.45	2.08	0.8	53	0.12	NA	NA	13	"1"
"acs"	"3"	2.35	2.38	0.76	53	0.16	NA	NA	10	"1"
"acs"	"3"	3.58	4.44	0.52	64	0.08	NA	NA	12	"1"
"acs"	"3"	2.52	1.75	0.89	62	0.18	NA	NA	11	"1"
"acs"	"3"	2.32	1.85	0.92	54	0.11	NA	NA	12	"1"
"acs"	"3"	3.07	5.19	0.46	78	0.65	NA	NA	10	"0"
"acs"	"3"	4.24	4.72	0.78	52	0.11	NA	NA	16	"1"
"acs"	"2"	3.14	8.15	0.56	55	0.58	NA	NA	24	"1"
"eas"	"3"	4.2	3.55	0.25	68	NA	NA	543	18	"1"
"acs"	"3"	4.24	7.31	0.06	48	0.53	NA	NA	7	"0"
"acs"	"3"	4.22	1.31	0.83	52	0.33	NA	NA	10	"0"
"acs"	"3"	2.39	6.91	0.13	29	0.91	NA	NA	9	"0"
"acs"	"3"	4.43	4.78	0.87	74	0.04	NA	NA	27	"1"
"acs"	"3"	4.08	6.3	0.38	40	0.21	NA	NA	15	"1"
